Date
2023-01-01 00:00:00.000000000
2023-01-01 00:40:35.876384478
2023-01-01 01:21:11.752768956
2023-01-01 02:01:47.629153435
2023-01-01 02:42:23.505537913
2023-01-01 03:22:59.381922391
2023-01-01 04:03:35.258306870
2023-01-01 04:44:11.134691348
2023-01-01 05:24:47.011075826
2023-01-01 06:05:22.887460305
2023-01-01 06:45:58.763844783
2023-01-01 07:26:34.640229261
2023-01-01 08:07:10.516613740
2023-01-01 08:47:46.392998218
2023-01-01 09:28:22.269382696
2023-01-01 10:08:58.145767175
2023-01-01 10:49:34.022151653
2023-01-01 11:30:09.898536131
2023-01-01 12:10:45.774920610
2023-01-01 12:51:21.651305088
2023-01-01 13:31:57.527689567
2023-01-01 14:12:33.404074045
2023-01-01 14:53:09.280458523
2023-01-01 15:33:45.156843002
2023-01-01 16:14:21.033227480
2023-01-01 16:54:56.909611958
2023-01-01 17:35:32.785996437
2023-01-01 18:16:08.662380915
2023-01-01 18:56:44.538765393
2023-01-01 19:37:20.415149872
2023-01-01 20:17:56.291534350
2023-01-01 20:58:32.167918828
2023-01-01 21:39:08.044303307
2023-01-01 22:19:43.920687785
2023-01-01 23:00:19.797072263
2023-01-01 23:40:55.673456742
2023-01-02 00:21:31.549841220
2023-01-02 01:02:07.426225699
2023-01-02 01:42:43.302610177
2023-01-02 02:23:19.178994655
2023-01-02 03:03:55.055379134
2023-01-02 03:44:30.931763612
2023-01-02 04:25:06.808148090
2023-01-02 05:05:42.684532569
2023-01-02 05:46:18.560917047
2023-01-02 06:26:54.437301525
2023-01-02 07:07:30.313686004
2023-01-02 07:48:06.190070482
2023-01-02 08:28:42.066454960
2023-01-02 09:09:17.942839439
2023-01-02 09:49:53.819223917
2023-01-02 10:30:29.695608395
2023-01-02 11:11:05.571992874
2023-01-02 11:51:41.448377352
2023-01-02 12:32:17.324761830
2023-01-02 13:12:53.201146309
2023-01-02 13:53:29.077530787
2023-01-02 14:34:04.953915266
2023-01-02 15:14:40.830299744
2023-01-02 15:55:16.706684222
2023-01-02 16:35:52.583068701
2023-01-02 17:16:28.459453179
2023-01-02 17:57:04.335837657
2023-01-02 18:37:40.212222136
2023-01-02 19:18:16.088606614
2023-01-02 19:58:51.964991092
2023-01-02 20:39:27.841375571
2023-01-02 21:20:03.717760049
2023-01-02 22:00:39.594144527
2023-01-02 22:41:15.470529006
2023-01-02 23:21:51.346913484
2023-01-03 00:02:27.223297962
2023-01-03 00:43:03.099682441
2023-01-03 01:23:38.976066919
2023-01-03 02:04:14.852451398
2023-01-03 02:44:50.728835876
2023-01-03 03:25:26.605220354
2023-01-03 04:06:02.481604833
2023-01-03 04:46:38.357989311
2023-01-03 05:27:14.234373789
2023-01-03 06:07:50.110758268
2023-01-03 06:48:25.987142746
2023-01-03 07:29:01.863527224
2023-01-03 08:09:37.739911703
2023-01-03 08:50:13.616296181
2023-01-03 09:30:49.492680659
2023-01-03 10:11:25.369065138
2023-01-03 10:52:01.245449616
2023-01-03 11:32:37.121834094
2023-01-03 12:13:12.998218573
2023-01-03 12:53:48.874603051
2023-01-03 13:34:24.750987530
2023-01-03 14:15:00.627372008
2023-01-03 14:55:36.503756486
2023-01-03 15:36:12.380140965
2023-01-03 16:16:48.256525443
2023-01-03 16:57:24.132909921
2023-01-03 17:38:00.009294400
2023-01-03 18:18:35.885678878
2023-01-03 18:59:11.762063356
2023-01-03 19:39:47.638447835
2023-01-03 20:20:23.514832313
2023-01-03 21:00:59.391216791
2023-01-03 21:41:35.267601270
2023-01-03 22:22:11.143985748
2023-01-03 23:02:47.020370226
2023-01-03 23:43:22.896754705
2023-01-04 00:23:58.773139183
2023-01-04 01:04:34.649523661
2023-01-04 01:45:10.525908140
2023-01-04 02:25:46.402292618
2023-01-04 03:06:22.278677097
2023-01-04 03:46:58.155061575
2023-01-04 04:27:34.031446053
2023-01-04 05:08:09.907830532
2023-01-04 05:48:45.784215010
2023-01-04 06:29:21.660599488
2023-01-04 07:09:57.536983967
2023-01-04 07:50:33.413368445
2023-01-04 08:31:09.289752923
2023-01-04 09:11:45.166137402
2023-01-04 09:52:21.042521880
2023-01-04 10:32:56.918906358
2023-01-04 11:13:32.795290837
2023-01-04 11:54:08.671675315
2023-01-04 12:34:44.548059793
2023-01-04 13:15:20.424444272
2023-01-04 13:55:56.300828750
2023-01-04 14:36:32.177213229
2023-01-04 15:17:08.053597707
2023-01-04 15:57:43.929982185
2023-01-04 16:38:19.806366664
2023-01-04 17:18:55.682751142
2023-01-04 17:59:31.559135620
2023-01-04 18:40:07.435520099
2023-01-04 19:20:43.311904577
2023-01-04 20:01:19.188289055
2023-01-04 20:41:55.064673534
2023-01-04 21:22:30.941058012
2023-01-04 22:03:06.817442490
2023-01-04 22:43:42.693826969
2023-01-04 23:24:18.570211447
2023-01-05 00:04:54.446595925
2023-01-05 00:45:30.322980404
2023-01-05 01:26:06.199364882
2023-01-05 02:06:42.075749361
2023-01-05 02:47:17.952133839
2023-01-05 03:27:53.828518317
2023-01-05 04:08:29.704902796
2023-01-05 04:49:05.581287274
2023-01-05 05:29:41.457671752
2023-01-05 06:10:17.334056231
2023-01-05 06:50:53.210440709
2023-01-05 07:31:29.086825187
2023-01-05 08:12:04.963209666
2023-01-05 08:52:40.839594144
2023-01-05 09:33:16.715978622
2023-01-05 10:13:52.592363101
2023-01-05 10:54:28.468747579
2023-01-05 11:35:04.345132057
2023-01-05 12:15:40.221516536
2023-01-05 12:56:16.097901014
2023-01-05 13:36:51.974285492
2023-01-05 14:17:27.850669971
2023-01-05 14:58:03.727054449
2023-01-05 15:38:39.603438928
2023-01-05 16:19:15.479823406
2023-01-05 16:59:51.356207884
2023-01-05 17:40:27.232592363
2023-01-05 18:21:03.108976841
2023-01-05 19:01:38.985361319
2023-01-05 19:42:14.861745798
2023-01-05 20:22:50.738130276
2023-01-05 21:03:26.614514754
2023-01-05 21:44:02.490899233
2023-01-05 22:24:38.367283711
2023-01-05 23:05:14.243668189
2023-01-05 23:45:50.120052668
2023-01-06 00:26:25.996437146
2023-01-06 01:07:01.872821624
2023-01-06 01:47:37.749206103
2023-01-06 02:28:13.625590581
2023-01-06 03:08:49.501975060
2023-01-06 03:49:25.378359538
2023-01-06 04:30:01.254744016
2023-01-06 05:10:37.131128495
2023-01-06 05:51:13.007512973
2023-01-06 06:31:48.883897451
2023-01-06 07:12:24.760281930
2023-01-06 07:53:00.636666408
2023-01-06 08:33:36.513050886
2023-01-06 09:14:12.389435365
2023-01-06 09:54:48.265819843
2023-01-06 10:35:24.142204321
2023-01-06 11:16:00.018588800
2023-01-06 11:56:35.894973278
2023-01-06 12:37:11.771357756
2023-01-06 13:17:47.647742235
2023-01-06 13:58:23.524126713
2023-01-06 14:38:59.400511191
2023-01-06 15:19:35.276895670
2023-01-06 16:00:11.153280148
2023-01-06 16:40:47.029664627
2023-01-06 17:21:22.906049105
2023-01-06 18:01:58.782433583
2023-01-06 18:42:34.658818062
2023-01-06 19:23:10.535202540
2023-01-06 20:03:46.411587018
2023-01-06 20:44:22.287971497
2023-01-06 21:24:58.164355975
2023-01-06 22:05:34.040740453
2023-01-06 22:46:09.917124932
2023-01-06 23:26:45.793509410
2023-01-07 00:07:21.669893888
